42,42,.Black alone or in combination ,.Black alone or in combination ,162,152,78,47.9,14.4,51.1,14.4,38,23.3,12.2,24.9,12.5
43,43,.Asian alone or in combination,.Asian alone or in combination,89,50,31,35.3,19.4,(B),(B),15,16.7,15.1,(B),(B)
44,44,ARKANSAS-Total,ARKANSAS-Total,"2,076","2,004","1,316",63.4,2.4,65.7,2.4,911,43.9,2.5,45.4,2.5
45,45,.Male,.Male,997,960,624,62.6,3.5,65.0,3.4,431,43.2,3.5,44.9,3.6
46,46,.Female,.Female,"1,079","1,045",692,64.1,3.3,66.2,3.3,480,44.5,3.4,46.0,3.4
47,47,.White alone,.White alone,"1,714","1,656","1,115",65.0,2.6,67.3,2.6,792,46.2,2.7,47.8,2.7
48,48,..White non-Hispanic alone,..White non-Hispanic alone,"1,608","1,605","1,100",68.4,2.6,68.5,2.6,782,48.7,2.8,48.8,2.8
49,49,.Black alone,.Black alone,297,297,171,57.5,7.8,57.5,7.8,101,34.0,7.5,34.0,7.5
50,50,.Asian alone,.Asian alone,26,13,3,(B),(B),(B),(B),-,(B),(B),(B),(B)
51,51,.Hispanic (of any race),.Hispanic (of any race),106,51,15,14.1,12.0,(B),(B),10,9.2,9.9,(B),(B)
52,52,.White alone or in combination,.White alone or in combination,"1,733","1,675","1,129",65.1,2.6,67.4,2.5,797,46.0,2.7,47.6,2.7
53,53,.Black alone or in combination ,.Black alone or in combination ,302,302,174,57.8,7.8,57.8,7.8,105,34.7,7.5,34.7,7.5
54,54,.Asian alone or in combination,.Asian alone or in combination,26,13,3,(B),(B),(B),(B),-,(B),(B),(B),(B)
55,55,CALIFORNIA-Total,CALIFORNIA-Total,"26,318","21,250","13,239",50.3,1.1,62.3,1.0,"10,104",38.4,1.0,47.5,1.1
56,56,.Male,.Male,"12,925","10,323","6,301",48.8,1.5,61.0,1.5,"4,806",37.2,1.5,46.6,1.5
57,57,.Female,.Female,"13,393","10,927","6,938",51.8,1.5,63.5,1.4,"5,298",39.6,1.5,48.5,1.5
58,58,.White alone,.White alone,"20,284","16,349","10,756",53.0,1.2,65.8,1.1,"8,336",41.1,1.2,51.0,1.2
59,59,..White non-Hispanic alone,..White non-Hispanic alone,"12,540","11,977","8,461",67.5,1.4,70.6,1.4,"6,739",53.7,1.5,56.3,1.5
60,60,.Black alone,.Black alone,"1,665","1,600",847,50.9,5.1,53.0,5.1,608,36.5,4.9,38.0,5.0
61,61,.Asian alone,.Asian alone,"3,470","2,575","1,242",35.8,3.5,48.2,3.7,882,25.4,3.2,34.3,3.5
62,62,.Hispanic (of any race),.Hispanic (of any race),"8,180","4,676","2,481",30.3,2.8,53.1,3.0,"1,717",21.0,2.4,36.7,2.9
63,63,.White alone or in combination,.White alone or in combination,"20,706","16,710","10,982",53.0,1.2,65.7,1.1,"8,496",41.0,1.2,50.8,1.2
64,64,.Black alone or in combination ,.Black alone or in combination ,"1,734","1,669",897,51.7,5.0,53.7,5.0,641,36.9,4.8,38.4,4.9
65,65,.Asian alone or in combination,.Asian alone or in combination,"3,656","2,745","1,336",36.5,3.5,48.7,3.6,948,25.9,3.2,34.5,3.4
66,66,COLORADO-Total,COLORADO-Total,"3,464","3,187","2,275",65.7,1.9,71.4,1.8,"1,730",49.9,2.0,54.3,2.0
67,67,.Male,.Male,"1,712","1,566","1,096",64.0,2.7,70.0,2.6,805,47.0,2.8,51.4,2.8
68,68,.Female,.Female,"1,752","1,621","1,179",67.3,2.6,72.8,2.5,925,52.8,2.8,57.0,2.7
69,69,.White alone,.White alone,"3,160","2,956","2,150",68.0,1.9,72.8,1.8,"1,660",52.5,2.1,56.1,2.0
70,70,..White non-Hispanic alone,..White non-Hispanic alone,"2,657","2,611","1,956",73.6,2.0,74.9,1.9,"1,522",57.3,2.2,58.3,2.2
71,71,.Black alone,.Black alone,128,97,49,37.8,12.0,50.1,12.3,25,19.2,9.7,25.4,10.7
72,72,.Asian alone,.Asian alone,92,58,26,28.8,13.8,(B),(B),20,21.3,12.5,(B),(B)
73,73,.Hispanic (of any race),.Hispanic (of any race),563,396,228,40.5,7.5,57.5,7.6,158,28.2,6.9,40.0,7.5
74,74,.White alone or in combination,.White alone or in combination,"3,191","2,985","2,171",68.0,1.9,72.7,1.8,"1,672",52.4,2.0,56.0,2.0
75,75,.Black alone or in combination ,.Black alone or in combination ,133,100,52,38.9,11.8,51.7,12.1,26,19.6,9.6,26.1,10.6
76,76,.Asian alone or in combination,.Asian alone or in combination,100,64,33,32.9,13.7,(B),(B),22,22.5,12.2,(B),(B)
77,77,CONNECTICUT-Total,CONNECTICUT-Total,"2,640","2,454","1,650",62.5,2.0,67.2,1.9,"1,220",46.2,2.0,49.7,2.0
78,78,.Male,.Male,"1,257","1,173",759,60.4,2.9,64.7,2.8,572,45.5,2.9,48.7,3.0
79,79,.Female,.Female,"1,383","1,281",891,64.4,2.7,69.5,2.6,648,46.9,2.8,50.6,2.8
80,80,.White alone,.White alone,"2,297","2,155","1,484",64.6,2.1,68.9,2.0,"1,117",48.6,2.2,51.9,2.2
81,81,..White non-Hispanic alone,..White non-Hispanic alone,"2,084","2,003","1,408",67.6,2.1,70.3,2.1,"1,073",51.5,2.3,53.6,2.3
82,82,.Black alone,.Black alone,243,227,128,52.8,8.1,56.4,8.1,81,33.3,7.7,35.5,7.8
83,83,.Asian alone,.Asian alone,67,43,25,(B),(B),(B),(B),15,(B),(B),(B),(B)
84,84,.Hispanic (of any race),.Hispanic (of any race),258,192,90,34.9,9.8,46.9,10.2,49,19.2,8.1,25.8,9.0
85,85,.White alone or in combination,.White alone or in combination,"2,312","2,170","1,488",64.4,2.1,68.6,2.0,"1,120",48.4,2.2,51.6,2.2
86,86,.Black alone or in combination ,.Black alone or in combination ,250,234,131,52.5,8.0,56.1,7.9,83,33.0,7.5,35.3,7.7
87,87,.Asian alone or in combination,.Asian alone or in combination,69,45,26,(B),(B),(B),(B),15,(B),(B),(B),(B)
88,88,DELAWARE-Total,DELAWARE-Total,647,603,408,63.0,2.3,67.6,2.2,275,42.6,2.3,45.6,2.3
89,89,.Male,.Male,308,284,190,61.6,3.3,66.6,3.2,124,40.2,3.3,43.5,3.4
90,90,.Female,.Female,339,319,218,64.4,3.1,68.5,3.0,152,44.7,3.2,47.5,3.2
91,91,.White alone,.White alone,496,469,322,64.9,2.6,68.5,2.5,220,44.4,2.7,46.8,2.7
92,92,..White non-Hispanic alone,..White non-Hispanic alone,460,452,316,68.8,2.6,69.9,2.6,217,47.1,2.8,47.9,2.8
93,93,.Black alone,.Black alone,125,115,74,59.6,6.4,64.3,6.2,47,38.0,6.3,41.0,6.4
94,94,.Asian alone,.Asian alone,22,14,8,(B),(B),(B),(B),5,(B),(B),(B),(B)
95,95,.Hispanic (of any race),.Hispanic (of any race),43,22,8,(B),(B),(B),(B),4,(B),(B),(B),(B)
96,96,.White alone or in combination,.White alone or in combination,498,472,324,65.0,2.6,68.5,2.5,221,44.4,2.7,46.9,2.7
97,97,.Black alone or in combination ,.Black alone or in combination ,127,118,76,59.4,6.3,64.2,6.2,49,38.3,6.2,41.3,6.3
98,98,.Asian alone or in combination,.Asian alone or in combination,23,14,9,(B),(B),(B),(B),6,(B),(B),(B),(B)
99,99,DISTRICT_OF_COLUMBIA-Total,DISTRICT_OF_COLUMBIA-Total,419,374,275,65.8,2.4,73.6,2.3,187,44.6,2.6,49.9,2.6
100,100,.Male,.Male,193,170,118,61.1,3.7,69.2,3.5,79,40.9,3.7,46.4,3.8
101,101,.Female,.Female,226,204,157,69.7,3.2,77.2,2.9,108,47.7,3.5,52.8,3.5
102,102,.White alone,.White alone,175,148,116,66.1,3.8,78.2,3.3,81,46.0,4.0,54.5,4.0
103,103,..White non-Hispanic alone,..White non-Hispanic alone,149,141,110,74.2,3.8,77.9,3.6,77,51.9,4.3,54.5,4.3
104,104,.Black alone,.Black alone,217,206,148,68.3,4.0,71.8,3.9,98,45.3,4.3,47.6,4.3
105,105,.Asian alone,.Asian alone,15,13,7,(B),(B),(B),(B),5,(B),(B),(B),(B)
106,106,.Hispanic (of any race),.Hispanic (of any race),36,10,7,(B),(B),(B),(B),4,(B),(B),(B),(B)
107,107,.White alone or in combination,.White alone or in combination,179,150,117,65.3,3.8,78.0,3.3,82,45.6,3.9,54.5,3.9
108,108,.Black alone or in combination ,.Black alone or in combination ,223,210,151,67.7,4.0,71.8,3.9,100,44.6,4.3,47.3,4.3
109,109,.Asian alone or in combination,.Asian alone or in combination,15,13,7,(B),(B),(B),(B),5,(B),(B),(B),(B)
110,110,FLORIDA-Total,FLORIDA-Total,"13,929","12,098","7,855",56.4,1.3,64.9,1.2,"5,343",38.4,1.2,44.2,1.3
111,111,.Male,.Male,"6,717","5,748","3,621",53.9,1.8,63.0,1.8,"2,538",37.8,1.8,44.2,1.8
112,112,.Female,.Female,"7,212","6,349","4,235",58.7,1.7,66.7,1.7,"2,805",38.9,1.7,44.2,1.8
113,113,.White alone,.White alone,"11,556","10,090","6,709",58.1,1.4,66.5,1.3,"4,592",39.7,1.4,45.5,1.4
114,114,..White non-Hispanic alone,..White non-Hispanic alone,"8,783","8,526","5,822",66.3,1.5,68.3,1.5,"4,101",46.7,1.6,48.1,1.6
115,115,.Black alone,.Black alone,"1,915","1,660",963,50.3,4.2,58.0,4.1,642,33.5,3.9,38.7,4.1
116,116,.Asian alone,.Asian alone,293,192,80,27.3,9.9,41.8,11.0,44,15.1,8.0,23.1,9.4
117,117,.Hispanic (of any race),.Hispanic (of any race),"2,862","1,635",921,32.2,4.1,56.3,4.4,514,18.0,3.4,31.4,4.1
118,118,.White alone or in combination,.White alone or in combination,"11,664","10,198","6,780",58.1,1.4,66.5,1.3,"4,633",39.7,1.4,45.4,1.4
119,119,.Black alone or in combination ,.Black alone or in combination ,"1,950","1,696",985,50.5,4.1,58.1,4.1,657,33.7,3.9,38.7,4.0
120,120,.Asian alone or in combination,.Asian alone or in combination,312,210,87,27.8,9.7,41.2,10.6,44,14.2,7.5,21.1,8.8
121,121,GEORGIA-Total,GEORGIA-Total,"6,630","6,086","3,950",59.6,2.2,64.9,2.2,"2,672",40.3,2.2,43.9,2.2
122,122,.Male,.Male,"3,188","2,876","1,795",56.3,3.2,62.4,3.2,"1,197",37.6,3.2,41.6,3.2
123,123,.Female,.Female,"3,442","3,210","2,154",62.6,3.0,67.1,2.9,"1,474",42.8,3.1,45.9,3.1
124,124,.White alone,.White alone,"4,512","4,146","2,801",62.1,2.7,67.6,2.6,"1,905",42.2,2.7,45.9,2.7
125,125,..White non-Hispanic alone,..White non-Hispanic alone,"4,048","3,992","2,747",67.9,2.7,68.8,2.7,"1,871",46.2,2.9,46.9,2.9
126,126,.Black alone,.Black alone,"1,868","1,775","1,081",57.9,5.1,60.9,5.0,722,38.6,5.0,40.7,5.1
127,127,.Asian alone,.Asian alone,173,102,31,18.0,13.6,30.4,16.3,26,15.2,12.7,25.7,15.5
128,128,.Hispanic (of any race),.Hispanic (of any race),528,176,57,10.9,7.8,32.6,11.8,37,7.0,6.4,21.0,10.2
129,129,.White alone or in combination,.White alone or in combination,"4,560","4,191","2,826",62.0,2.6,67.4,2.6,"1,917",42.0,2.7,45.8,2.7
130,130,.Black alone or in combination ,.Black alone or in combination ,"1,886","1,790","1,093",58.0,5.1,61.1,5.0,728,38.6,5.0,40.7,5.0
131,131,.Asian alone or in combination,.Asian alone or in combination,185,112,34,18.3,13.2,30.1,15.7,29,15.6,12.4,25.8,15.0
132,132,HAWAII-Total,HAWAII-Total,967,893,492,50.9,2.3,55.2,2.3,388,40.1,2.3,43.4,2.3
133,133,.Male,.Male,460,424,231,50.2,3.4,54.5,3.3,178,38.7,3.3,42.0,3.3
134,134,.Female,.Female,507,468,261,51.5,3.2,55.8,3.2,209,41.3,3.1,44.7,3.2
135,135,.White alone,.White alone,232,226,134,57.4,4.7,59.1,4.6,97,41.9,4.7,43.1,4.7
136,136,..White non-Hispanic alone,..White non-Hispanic alone,206,201,122,59.0,4.9,60.5,4.9,88,42.6,5.0,43.7,5.0
137,137,.Black alone,.Black alone,15,13,7,(B),(B),(B),(B),3,(B),(B),(B),(B)
138,138,.Asian alone,.Asian alone,468,406,236,50.4,4.2,58.0,4.2,202,43.1,4.2,49.6,4.2
139,139,.Hispanic (of any race),.Hispanic (of any race),52,48,25,(B),(B),(B),(B),22,(B),(B),(B),(B)
140,140,.White alone or in combination,.White alone or in combination,350,343,194,55.4,3.8,56.6,3.8,143,40.9,3.8,41.8,3.8
141,141,.Black alone or in combination ,.Black alone or in combination ,21,19,10,(B),(B),(B),(B),6,(B),(B),(B),(B)
142,142,.Asian alone or in combination,.Asian alone or in combination,588,526,297,50.5,3.8,56.4,3.7,247,42.0,3.7,47.0,3.7
143,143,IDAHO-Total,IDAHO-Total,"1,064","1,007",660,62.0,2.3,65.6,2.3,523,49.1,2.4,51.9,2.4
144,144,.Male,.Male,523,491,318,60.8,3.3,64.7,3.2,249,47.7,3.4,50.7,3.4
145,145,.Female,.Female,541,515,342,63.2,3.2,66.4,3.1,274,50.5,3.3,53.1,3.3
146,146,.White alone,.White alone,"1,013",965,643,63.4,2.3,66.6,2.3,515,50.8,2.4,53.4,2.4
147,147,..White non-Hispanic alone,..White non-Hispanic alone,928,917,630,67.9,2.4,68.6,2.4,507,54.7,2.5,55.3,2.5
148,148,.Black alone,.Black alone,7,7,-,(B),(B),(B),(B),-,(B),(B),(B),(B)
149,149,.Asian alone,.Asian alone,17,9,5,(B),(B),(B),(B),3,(B),(B),(B),(B)
150,150,.Hispanic (of any race),.Hispanic (of any race),91,52,16,17.0,9.6,(B),11.7,9,9.7,7.5,(B),9.6
151,151,.White alone or in combination,.White alone or in combination,"1,029",979,652,63.4,2.3,66.6,2.3,519,50.4,2.4,53.0,2.4
152,152,.Black alone or in combination ,.Black alone or in combination ,10,10,-,(B),(B),(B),(B),-,(B),(B),(B),(B)
153,153,.Asian alone or in combination,.Asian alone or in combination,20,12,6,(B),(B),(B),(B),3,(B),(B),(B),(B)
154,154,ILLINOIS-Total,ILLINOIS-Total,"9,392","8,383","5,779",61.5,1.5,68.9,1.4,"3,968",42.2,1.5,47.3,1.5
155,155,.Male,.Male,"4,570","4,006","2,635",57.7,2.1,65.8,2.1,"1,805",39.5,2.1,45.1,2.2
156,156,.Female,.Female,"4,822","4,377","3,144",65.2,2.0,71.8,1.9,"2,162",44.8,2.1,49.4,2.1
157,157,.White alone,.White alone,"7,585","6,809","4,800",63.3,1.6,70.5,1.5,"3,262",43.0,1.7,47.9,1.7
158,158,..White non-Hispanic alone,..White non-Hispanic alone,"6,567","6,261","4,508",68.6,1.7,72.0,1.6,"3,093",47.1,1.8,49.4,1.8
159,159,.Black alone,.Black alone,"1,274","1,252",822,64.5,4.8,65.7,4.7,602,47.2,5.0,48.0,5.0
160,160,.Asian alone,.Asian alone,458,269,121,26.4,7.6,44.9,8.6,79,17.3,6.6,29.5,7.9
161,161,.Hispanic (of any race),.Hispanic (of any race),"1,086",594,316,29.1,6.4,53.2,7.0,185,17.0,5.3,31.2,6.5
162,162,.White alone or in combination,.White alone or in combination,"7,629","6,845","4,821",63.2,1.6,70.4,1.5,"3,276",42.9,1.7,47.9,1.7
163,163,.Black alone or in combination ,.Black alone or in combination ,"1,292","1,263",826,63.9,4.7,65.4,4.7,602,46.6,4.9,47.6,4.9
164,164,.Asian alone or in combination,.Asian alone or in combination,478,282,126,26.5,7.5,44.8,8.4,83,17.4,6.4,29.5,7.7
165,165,INDIANA-Total,INDIANA-Total,"4,629","4,506","2,946",63.6,1.9,65.4,1.9,"2,053",44.3,2.0,45.5,2.0
166,166,.Male,.Male,"2,262","2,196","1,442",63.7,2.7,65.7,2.7,"1,024",45.3,2.8,46.7,2.8
167,167,.Female,.Female,"2,367","2,310","1,504",63.5,2.7,65.1,2.7,"1,028",43.4,2.8,44.5,2.8
168,168,.White alone,.White alone,"4,195","4,108","2,716",64.7,2.0,66.1,2.0,"1,901",45.3,2.1,46.3,2.1
169,169,..White non-Hispanic alone,..White non-Hispanic alone,"3,990","3,985","2,657",66.6,2.0,66.7,2.0,"1,877",47.1,2.1,47.1,2.1
170,170,.Black alone,.Black alone,378,365,209,55.4,8.4,57.4,8.3,140,36.9,8.1,38.3,8.2
171,171,.Asian alone,.Asian alone,31,14,12,(B),(B),(B),(B),9,(B),(B),(B),(B)
172,172,.Hispanic (of any race),.Hispanic (of any race),211,124,59,27.8,13.1,47.5,14.6,24,11.5,9.3,19.6,11.6
173,173,.White alone or in combination,.White alone or in combination,"4,210","4,124","2,721",64.6,2.0,66.0,2.0,"1,904",45.2,2.1,46.2,2.1
174,174,.Black alone or in combination ,.Black alone or in combination ,381,367,212,55.7,8.3,57.7,8.3,142,37.3,8.1,38.7,8.2
175,175,.Asian alone or in combination,.Asian alone or in combination,34,18,15,(B),(B),(B),(B),9,(B),(B),(B),(B)
176,176,IOWA-Total,IOWA-Total,"2,252","2,162","1,663",73.9,1.9,76.9,1.8,"1,180",52.4,2.1,54.6,2.1
177,177,.Male,.Male,"1,104","1,056",790,71.5,2.7,74.8,2.6,545,49.4,3.0,51.6,3.0
178,178,.Female,.Female,"1,148","1,106",873,76.1,2.5,78.9,2.4,635,55.3,3.0,57.4,2.9
179,179,.White alone,.White alone,"2,118","2,073","1,620",76.5,1.9,78.2,1.8,"1,149",54.2,2.2,55.4,2.2
180,180,..White non-Hispanic alone,..White non-Hispanic alone,"2,053","2,042","1,605",78.2,1.8,78.6,1.8,"1,147",55.9,2.2,56.1,2.2
181,181,.Black alone,.Black alone,49,44,20,(B),(B),(B),(B),14,(B),(B),(B),(B)
182,182,.Asian alone,.Asian alone,64,28,13,(B),(B),(B),(B),11,(B),(B),(B),(B)
183,183,.Hispanic (of any race),.Hispanic (of any race),70,35,16,(B),(B),(B),(B),4,(B),(B),(B),(B)
184,184,.White alone or in combination,.White alone or in combination,"2,127","2,082","1,625",76.4,1.9,78.1,1.8,"1,151",54.1,2.2,55.3,2.2
185,185,.Black alone or in combination ,.Black alone or in combination ,50,45,20,(B),(B),(B),(B),14,(B),(B),(B),(B)
186,186,.Asian alone or in combination,.Asian alone or in combination,65,28,13,(B),(B),(B),(B),11,(B),(B),(B),(B)
187,187,KANSAS-Total,KANSAS-Total,"2,035","1,938","1,274",62.6,2.1,65.7,2.1,901,44.3,2.2,46.5,2.2
188,188,.Male,.Male,995,941,604,60.7,3.0,64.2,3.0,418,42.0,3.1,44.4,3.1
189,189,.Female,.Female,"1,040",997,670,64.4,2.9,67.2,2.8,483,46.4,3.0,48.5,3.0
190,190,.White alone,.White alone,"1,833","1,773","1,194",65.1,2.2,67.3,2.1,855,46.6,2.3,48.2,2.3
191,191,..White non-Hispanic alone,..White non-Hispanic alone,"1,721","1,704","1,165",67.7,2.2,68.3,2.2,836,48.6,2.4,49.0,2.4
192,192,.Black alone,.Black alone,99,98,55,55.8,11.8,56.6,11.8,36,36.7,11.5,37.2,11.5
193,193,.Asian alone,.Asian alone,50,18,2,(B),(B),(B),(B),-,(B),(B),(B),(B)
194,194,.Hispanic (of any race),.Hispanic (of any race),119,76,32,26.7,12.5,41.8,13.9,19,16.3,10.4,25.4,12.3
195,195,.White alone or in combination,.White alone or in combination,"1,853","1,793","1,200",64.8,2.2,66.9,2.1,858,46.3,2.3,47.9,2.3
196,196,.Black alone or in combination ,.Black alone or in combination ,108,107,60,55.7,11.3,56.4,11.3,36,33.8,10.8,34.2,10.8
197,197,.Asian alone or in combination,.Asian alone or in combination,59,26,4,(B),(B),(B),(B),1,(B),(B),(B),(B)
198,198,KENTUCKY-Total,KENTUCKY-Total,"3,142","3,052","2,240",71.3,2.1,73.4,2.0,"1,508",48.0,2.3,49.4,2.3
199,199,.Male,.Male,"1,520","1,467","1,050",69.1,3.0,71.6,3.0,743,48.9,3.3,50.6,3.3
200,200,.Female,.Female,"1,623","1,585","1,190",73.3,2.8,75.1,2.8,765,47.2,3.2,48.3,3.2
201,201,.White alone,.White alone,"2,878","2,826","2,087",72.5,2.1,73.8,2.1,"1,413",49.1,2.4,50.0,2.4
202,202,..White non-Hispanic alone,..White non-Hispanic alone,"2,835","2,805","2,074",73.2,2.1,73.9,2.1,"1,402",49.5,2.4,50.0,2.4
203,203,.Black alone,.Black alone,196,188,127,64.9,10.6,67.9,10.4,86,44.0,11.0,46.0,11.1
204,204,.Asian alone,.Asian alone,39,10,5,(B),(B),(B),(B),-,(B),(B),(B),(B)
205,205,.Hispanic (of any race),.Hispanic (of any race),45,23,14,(B),(B),(B),(B),11,(B),(B),(B),(B)
206,206,.White alone or in combination,.White alone or in combination,"2,903","2,851","2,104",72.5,2.1,73.8,2.1,"1,420",48.9,2.4,49.8,2.4
207,207,.Black alone or in combination ,.Black alone or in combination ,198,189,129,65.3,10.5,68.3,10.3,86,43.6,11.0,45.6,11.0
208,208,.Asian alone or in combination,.Asian alone or in combination,45,16,9,(B),(B),(B),(B),2,(B),(B),(B),(B)
209,209,LOUISIANA-Total,LOUISIANA-Total,"3,071","3,006","2,179",71.0,2.4,72.5,2.3,"1,201",39.1,2.5,40.0,2.6
210,210,.Male,.Male,"1,437","1,396",982,68.3,3.6,70.3,3.5,551,38.4,3.7,39.5,3.7
211,211,.Female,.Female,"1,634","1,610","1,198",73.3,3.2,74.4,3.1,650,39.8,3.5,40.4,3.5
212,212,.White alone,.White alone,"2,115","2,067","1,549",73.2,2.8,74.9,2.7,865,40.9,3.1,41.8,3.1
213,213,..White non-Hispanic alone,..White non-Hispanic alone,"2,042","2,027","1,531",75.0,2.8,75.5,2.8,849,41.6,3.2,41.9,3.2
214,214,.Black alone,.Black alone,884,880,592,66.9,5.5,67.3,5.5,319,36.1,5.7,36.3,5.7
215,215,.Asian alone,.Asian alone,43,31,21,(B),(B),(B),(B),15,(B),(B),(B),(B)
216,216,.Hispanic (of any race),.Hispanic (of any race),92,59,33,36.4,22.9,(B),(B),31,34.0,22.5,(B),(B)
217,217,.White alone or in combination,.White alone or in combination,"2,130","2,082","1,559",73.2,2.8,74.9,2.7,867,40.7,3.1,41.6,3.1
218,218,.Black alone or in combination ,.Black alone or in combination ,884,880,592,66.9,5.5,67.3,5.5,319,36.1,5.7,36.3,5.7
219,219,.Asian alone or in combination,.Asian alone or in combination,43,31,21,(B),(B),(B),(B),15,(B),(B),(B),(B)
