Female,753,491,451
White alone,1287,833,748
White non-Hispanic alone,666,496,468
Black alone,32,22,20
Asian alone,29,16,14
Hispanic (of any race),640,346,289
White alone or in combination,1293,838,753
Black alone or in combination,33,23,22
Asian alone or in combination,29,16,14
NEW_YORK-Total,14665,8458,7559
Male,6999,3912,3471
Female,7666,4546,4089
White alone,10972,6941,6166
White non-Hispanic alone,9259,6211,5519
Black alone,2350,1143,1075
Asian alone,1120,289,248
Hispanic (of any race),2042,836,743
White alone or in combination,11143,7018,6229
Black alone or in combination,2432,1169,1097
Asian alone or in combination,1130,299,255
NORTH_CAROLINA-Total,6845,4902,4370
Male,3249,2231,2006
Female,3595,2671,2364
White alone,5158,3782,3331
White non-Hispanic alone,4811,3715,3270
Black alone,1368,971,919
Asian alone,151,53,43
Hispanic (of any race),374,83,77
White alone or in combination,5193,3815,3358
Black alone or in combination,1374,974,919
Asian alone or in combination,162,61,50
NORTH_DAKOTA-Total,484,399,321
Male,238,189,147
Female,246,209,174
White alone,434,361,289
White non-Hispanic alone,428,358,288
Black alone,5,2,1
Asian alone,4,2,1
Hispanic (of any race),6,3,1
White alone or in combination,439,366,294
Black alone or in combination,5,2,1
Asian alone or in combination,4,2,1
OHIO-Total,8499,6108,5483
Male,4068,2913,2604
Female,4431,3196,2879
White alone,7330,5285,4722
White non-Hispanic alone,7134,5204,4651
Black alone,915,680,630
Asian alone,130,56,51
Hispanic (of any race),212,85,74
White alone or in combination,7435,5358,4788
Black alone or in combination,968,720,665
Asian alone or in combination,146,67,62
OKLAHOMA-Total,2667,1798,1507
Male,1280,867,722
Female,1386,931,785
White alone,2080,1436,1210
White non-Hispanic alone,1951,1398,1182
Black alone,194,142,119
Asian alone,30,10,7
Hispanic (of any race),170,47,33
White alone or in combination,2270,1561,1315
Black alone or in combination,212,150,128
Asian alone or in combination,31,10,7
OREGON-Total,2904,1961,1818
Male,1416,913,835
Female,1488,1047,983
White alone,2559,1793,1670
White non-Hispanic alone,2383,1759,1640
Black alone,57,37,34
Asian alone,71,37,33
Hispanic (of any race),261,43,39
White alone or in combination,2637,1848,1716
Black alone or in combination,64,42,39
Asian alone or in combination,83,49,44
PENNSYLVANIA-Total,9449,6451,5747
Male,4493,3014,2664
Female,4956,3436,3083
White alone,8319,5783,5126
White non-Hispanic alone,7997,5619,4981
Black alone,882,557,535
Asian alone,156,41,31
Hispanic (of any race),361,189,161
White alone or in combination,8375,5829,5165
Black alone or in combination,910,584,561
Asian alone or in combination,166,47,35
RHODE_ISLAND-Total,804,568,507
Male,380,258,228
Female,424,310,279
White alone,730,526,468
White non-Hispanic alone,669,507,451
Black alone,48,29,27
Asian alone,19,9,9
Hispanic (of any race),71,22,20
White alone or in combination,732,527,469
Black alone or in combination,51,30,27
Asian alone or in combination,20,10,10
SOUTH_CAROLINA-Total,3313,2385,2100
Male,1564,1052,926
Female,1749,1333,1175
White alone,2413,1713,1466
White non-Hispanic alone,2307,1692,1448
Black alone,854,650,615
Asian alone,16,9,9
Hispanic (of any race),111,21,18
White alone or in combination,2424,1715,1466
Black alone or in combination,862,655,620
Asian alone or in combination,19,9,9
SOUTH_DAKOTA-Total,590,442,390
Male,291,207,178
Female,299,235,212
White alone,541,421,372
White non-Hispanic alone,533,419,370
Black alone,6,2,2
Asian alone,6,1,1
Hispanic (of any race),11,3,3
White alone or in combination,547,423,374
Black alone or in combination,6,2,2
Asian alone or in combination,6,1,1
TENNESSEE-Total,4692,2921,2516
Male,2220,1295,1119
Female,2472,1626,1397
White alone,3849,2434,2067
White non-Hispanic alone,3685,2402,2038
Black alone,697,426,405
Asian alone,95,25,18
Hispanic (of any race),178,37,34
White alone or in combination,3875,2454,2081
Black alone or in combination,701,430,408
Asian alone or in combination,99,29,22
TEXAS-Total,17295,10123,8435
Male,8434,4693,3862
Female,8861,5430,4573
White alone,14432,8423,6978
White non-Hispanic alone,8388,6048,5311
Black alone,1933,1356,1194
Asian alone,605,160,118
Hispanic (of any race),6241,2441,1697
White alone or in combination,14614,8519,7053
Black alone or in combination,2004,1415,1253
Asian alone or in combination,620,175,133
UTAH-Total,1859,1056,939
Male,938,495,431
Female,921,561,509
White alone,1761,1017,909
White non-Hispanic alone,1624,993,888
Black alone,26,12,12
Asian alone,27,16,11
Hispanic (of any race),138,24,21
White alone or in combination,1768,1021,913
Black alone or in combination,28,15,15
Asian alone or in combination,27,16,11
VERMONT-Total,487,345,308
Male,238,164,146
Female,249,181,162
White alone,471,335,300
White non-Hispanic alone,467,333,298
Black alone,4,3,3
Asian alone,4,,
Hispanic (of any race),5,2,2
White alone or in combination,478,341,304
Black alone or in combination,4,3,3
Asian alone or in combination,5,1,1
VIRGINIA-Total,5720,3950,3650
Male,2725,1789,1641
Female,2995,2162,2010
White alone,4288,3008,2778
White non-Hispanic alone,3983,2945,2716
Black alone,1031,727,686
Asian alone,330,157,136
Hispanic (of any race),330,74,74
White alone or in combination,4321,3032,2798
Black alone or in combination,1059,749,703
Asian alone or in combination,337,164,138
WASHINGTON-Total,4912,3299,3073
Male,2418,1553,1439
Female,2495,1745,1634
White alone,4146,2932,2762
White non-Hispanic alone,3801,2788,2631
Black alone,157,57,57
Asian alone,344,167,132
Hispanic (of any race),404,160,148
White alone or in combination,4295,3033,2855
Black alone or in combination,182,77,77
Asian alone or in combination,380,187,150
WEST_VIRGINIA-Total,1395,917,741
Male,673,438,350
Female,722,479,392
White alone,1345,890,720
White non-Hispanic alone,1336,885,715
Black alone,39,21,19
Asian alone,6,,
Hispanic (of any race),9,5,5
White alone or in combination,1350,894,722
Black alone or in combination,39,21,19
Asian alone or in combination,7,2,
WISCONSIN-Total,4212,3095,2887
Male,2084,1501,1403
Female,2128,1594,1484
White alone,3881,2881,2682
White non-Hispanic alone,3639,2806,2617
Black alone,199,145,145
Asian alone,76,31,31
Hispanic (of any race),247,77,66
White alone or in combination,3903,2892,2692
Black alone or in combination,213,150,150
Asian alone or in combination,78,33,33
WYOMING-Total,397,270,250
Male,199,127,118
Female,198,142,132
White alone,377,261,242
White non-Hispanic alone,361,252,235
Black alone,5,1,1
Asian alone,4,,
Hispanic (of any race),18,8,7
White alone or in combination,382,265,246
Black alone or in combination,6,2,1
Asian alone or in combination,5,,
1This figure added to or subtracted from the estimate provides the 90-percent confidence interval,,,
"NOTE: The symbol (B) means that the base is less than 75,000 and therefore too small to show the derived measure",,,
"\"NOTE: \"\" - \"\" Represents zero or rounds to zero\"",,,
"Note: Federal surveys now give respondents the option of reporting more than one race  Therefore, two basic ways of defining a race group are possible  A group such as Asian may be defined as those who reported Asian and no other race (the race-alone or single-race concept) or as those who reported Asian regardless of whether they also reported another race (the race-alone-or-in-combination concept)  This table shows data for people who reported they were the single race White and not Hispanic, people who reported the single race Black, and people who reported the single race Asian  Use of the single-race populations does not imply that it is the preferred method of presenting or analyzing data",,,
"Source: US Census Bureau, Current Population Survey, November 2008",,,
"Internet Release date:  February, 2009",,,
